ORGANISME,ANNÉE ATTRIBUTION,TYPE D'AIDE,BÉNÉFICIARE,DESCRIPTION PROJET;MONTANT ATTRIBUÉ
SCPP,2016,création,SARL CDL EDITIONS,CD L Arbre du Pays Toraja - Denis Wetterwald,4 000.00
SCPP,2016,création,SARL CDL EDITIONS,CD Treize Façons de Voir - Lionel Epaillard,3 200.00
SCPP,2016,création,SARL CDL EDITIONS,CD La renverse - Christophe Reymond,1 600.00
SCPP,2016,création,SARL CDL EDITIONS,CD D infinies promesses - Séverine Bordes,1 450.00
SCPP,2016,création,SARL CDL EDITIONS,CD Le rouge vif de la rhubarbe - Margot Charon,1 800.00
SCPP,2016,création,SARL CDL EDITIONS,CD Marie Stuart - Eric Génovèse,3 900.00
SCPP,2016,création,SARL CDL EDITIONS,CD Le Miroir d Amélie - Jean Barrier,4 000.00
SCPP,2016,création,SARL ECHO PRODUCTIONS,CD de Mountain Men,2 400.00
SCPP,2016,création,SEBASTIEN ZAMORA,CD de Sparky in the Clouds (EP),4 900.00
SCPP,2016,création,SHREDS,CD de Coronado,1 000.00
SCPP,2016,création,SHREDS,CD de Hugues Moyot,4 100.00
SCPP,2016,création,SKARBO,CD de Michel Grizard,4 300.00
SCPP,2016,création,SKARBO,CD de Nadav Hertzka,4 300.00
SCPP,2016,création,SOL,CD de Haute (EP),1 700.00
SCPP,2016,création,SOUND EFFECT KILLER KAYCI IMAGE,CD de de Daily F,2 600.00
SCPP,2016,création,SPHERE FRANCE,CD Stéphane Mondino,3 400.00
SCPP,2016,création,SPHERE FRANCE,CD d Arthur de la Taille,4 400.00
SCPP,2016,création,SPHERE FRANCE,CD de Onyx and The Red Lips,4 300.00
SCPP,2016,création,SUPERSOUND,CD de Jean-Baptiste Ferré,3 300.00
SCPP,2016,création,SYNTH-AXE,CD de JP Manova (EP),1 300.00
SCPP,2016,création,TARTINE,CD de The White Rattlesnake,1 400.00
SCPP,2016,création,THIEBAULT GENEVIEVE,CD de Bruno Bonansea et Nicolas Nageotte,1 900.00
SCPP,2016,création,TOURBILLON AIR,CD de Kyssi Wète,1 700.00
SCPP,2016,création,TOUR N SOL PROD,CD de Fanfarai,4 200.00
SCPP,2016,création,TRICATEL,CD de Catastrophe (EP),2 500.00
SCPP,2016,création,TRICOLLECTIF,CD de Roberto Negro,1 000.00
SCPP,2016,création,TROBA VOX,CD Chants de Noël occitans et catalans,3 800.00
SCPP,2016,création,TROBA VOX,CD du Troubadour Art Ensemble,3 800.00
SCPP,2016,création,ULYSSE MAISON D ARTISTES,CD de la Délinquante (live),1 400.00
SCPP,2016,création,ULYSSE MAISON D ARTISTES,CD de Askehoug,3 100.00
SCPP,2016,création,UN PLAN SIMPLE,CD de Marvin Jouno (EP),4 800.00
SCPP,2016,création,VERYCORDS,CD de Soja (live),3 700.00
SCPP,2016,création,VIKTORY MUSIK,CD de Viktor Huganet,4 000.00
SCPP,2016,création,WASHI WASHA,CD de Selkies (EP),4 400.00
SCPP,2016,création,Z PRODUCTION,CD de Zacharie,2 800.00
SCPP,2016,création,Z PRODUCTION,CD de Supergombo,1 100.00
SCPP,2016,création,ZOUK ENTERPIES,CD de Lucie Monteiro,4 300.00
SCPP,2016,diffusion du spectacle vivant,BADABOUM,convention SCPP/Badaboum,1 408.00
SCPP,2016,diffusion du spectacle vivant,CENTRE MUSICAL BARBARA,convention SCPP/Centre Musical Barbara,4 160.00
SCPP,2016,diffusion du spectacle vivant,LA DAME DE CANTON,convention SCPP/La Dame de Canton,2 144.00
SCPP,2016,diffusion du spectacle vivant,ASSOCIATION EKLEKTIK,tournée de Balaphonics,1 300.00
SCPP,2016,diffusion du spectacle vivant,CAP TAIN PRODUCTIONS,tournée de Bobby Dirninger,8.00
SCPP,2016,diffusion du spectacle vivant,CYLID,tournée de Dookoom,3 800.00
SCPP,2016,diffusion du spectacle vivant,EPSY SON ASSO,tournée de Epsylon,9.00
SCPP,2016,diffusion du spectacle vivant,FREDDY MOREZON PROD,tournée de Cannibales et Vahinés,4 300.00
SCPP,2016,diffusion du spectacle vivant,FULL RHIZOME,tournée de Yom,3 000.00
SCPP,2016,diffusion du spectacle vivant,HEAVENLY SWEETNESS,tournée de Guts,1 900.00
SCPP,2016,diffusion du spectacle vivant,ISEGORIA MUSIC,tournée de Wallace,4 500.00
SCPP,2016,diffusion du spectacle vivant,L.Q.C.G.,tournée de Tom Poisson,5 000.00
SCPP,2016,diffusion du spectacle vivant,LA CAVE DE DISQUES,tournée de Sollex,5 000.00
SCPP,2016,diffusion du spectacle vivant,LA CURIEUSE,tournée de L Etrangleuse,2 700.00
SCPP,2016,diffusion du spectacle vivant,LABEL DIFF 43,tournée de Yvan Marc,1 900.00
SCPP,2016,diffusion du spectacle vivant,L ATELIER DU PELICAN,tournée de Eskelina,2 400.00
SCPP,2016,diffusion du spectacle vivant,LES AMIES D ELMER,tournée d Elmer Food Beat,4 000.00
SCPP,2016,diffusion du spectacle vivant,LES DISQUES DU TIGRE,tournée Steff Tej & Éjectés,2 100.00
SCPP,2016,diffusion du spectacle vivant,L ORIENT  ARTIST,tournée de Bobby & Sue,2 600.00
SCPP,2016,diffusion du spectacle vivant,MORGANE MARSHALL,tournée de ASM (A State of Mind),4 600.00
SCPP,2016,diffusion du spectacle vivant,MURAILLES MUSIC,tournée de Papier Tigre,5 000.00
SCPP,2016,diffusion du spectacle vivant,PROHIBITED RECORDS,tournée de Don Nino,3 800.00
SCPP,2016,diffusion du spectacle vivant,QUART DE LUNE,tournée de Jean My Truong,2 000.00
SCPP,2016,diffusion du spectacle vivant,SPHERE FRANCE,tournée de Kalimbo,3 000.00
SCPP,2016,diffusion du spectacle vivant,STUDIOS ACCORD,tournée de DébaDuo,2 100.00
SCPP,2016,diffusion du spectacle vivant,SUPER RECORDS,tournée de Deltas,2 900.00
SCPP,2016,diffusion du spectacle vivant,TARTINE,tournée de Labess,4 000.00
SCPP,2016,diffusion du spectacle vivant,ULYSSE MAISON D ARTISTES,tournée de Jehan et Lionel Suarez,2 800.00
SCPP,2016,diffusion du spectacle vivant,UN PLAN SIMPLE,tournée de Marvin Jouno,3 600.00
SCPP,2016,diffusion du spectacle vivant,UN PLAN SIMPLE,tournée de Blondino,1 900.00
SCPP,2016,diffusion du spectacle vivant,VOCAL 26,tournée du groupe Evasion,2 500.00
SCPP,2016,diffusion du spectacle vivant,BAD STONE,Lafayette en premières parties de Johnny Hallyday,3 000.00
SCPP,2016,diffusion du spectacle vivant,SAVOURY SNACKS RECORDS,Captain Kid en première partie de Brisa Roché et Mickey 3D,1 300.00
SCPP,2016,création,1D ZIK,vidéo Neons de The Dark Blue Orchestra,1 100.00
SCPP,2016,création,1D ZIK,vidéo Save my heart (from the world)  de Frantic,2 800.00
SCPP,2016,création,1D ZIK,vidéo If dreams can t come true de The Dark Blue Orchestra,2 100.00
SCPP,2016,création,1D ZIK,vidéo Hello de The Dark Blue Orchestra,3 500.00
SCPP,2016,création,ABACABA EDITIONS,vidéo Les promesses en l air d Emma Daumas,1 000.00
SCPP,2016,création,ABACABA EDITIONS,vidéo Joueuse de Valérian Renault,1 600.00
SCPP,2016,création,ALMOST MUSIQUE,vidéo Alysson de Requin Chagrin,3 200.00
SCPP,2016,création,ANTIPODES MUSIC PRODUCTIONS,vidéo Le Périple de Reliefs,3 000.00
SCPP,2016,création,ANTIPODES MUSIC PRODUCTIONS,vidéo Veux-tu m épuiser? de Yépa,2 900.00
SCPP,2016,création,ANTIPODES MUSIC PRODUCTIONS,vidéo P tit con Le Bon Nob,4 400.00
SCPP,2016,création,ANTIPODES MUSIC PRODUCTIONS,vidéo Sorry de Saandia,5 000.00
SCPP,2016,création,ANTIPODES MUSIC PRODUCTIONS,vidéo We Ya Shine de Coolangatta,3 100.00
SCPP,2016,création,ANTIPODES MUSIC PRODUCTIONS,vidéo Ton feu Le Bon Nob,4 100.00
SCPP,2016,création,ARTDISTO,vidéo Au cinéma de Mell,1 700.00
SCPP,2016,création,ASSOCIATION EKLEKTIK,vidéo Lancinant de Arat Kilo,1 500.00
SCPP,2016,création,ASSOCIATION EKLEKTIK,vidéo Madala de Arat Kilo,2 000.00
SCPP,2016,création,ASSOCIATION F2B,vidéo Professionnel de Florent Nouvel,1 500.00
SCPP,2016,création,ASSOCIATION ONE MUSIC,vidéo Si je n ai pas l amour de Carine Orhema,1 200.00
SCPP,2016,création,AZTEC MUSIQUE,video  La Vi-o de K koustik,1 900.00
SCPP,2016,création,AZTEC MUSIQUE,vidéo Epi Lanmou de Loriane Zacharie,6.00
SCPP,2016,création,BABOEUP PRODUCTIONS,vidéo Isabelle et Serguei de Cécile Hercule,3 700.00
SCPP,2016,création,BABOEUP PRODUCTIONS,vidéo Novembre 67 de Jean-Marc Sauvagnargues,2 200.00
SCPP,2016,création,BALAGAN BOX,vidéo Human Tribe de David Krakauer & Anakronic,7.00
SCPP,2016,création,BLEEPMACHINE,vidéo True romance de Bosco Rogers,2 600.00
SCPP,2016,création,BLEEPMACHINE,vidéo Beach ! Beach ! Beach ! de Bosco Rogers,1 800.00
SCPP,2016,création,BOUMQUEUR EDITION,vidéo Tia épousé une légende de Muge Knight,2 600.00
SCPP,2016,création,BROKEN BACK INC,vidéo Halcyon Birds de Broken Back,4 300.00
SCPP,2016,création,CAN I PRODUCTION,vidéo Mon dernier poème de Al Delort,2 300.00
SCPP,2016,création,CAN I PRODUCTION,vidéo Une fille en C de Al Delort,2 300.00
SCPP,2016,création,CAP TAIN PRODUCTIONS,vidéo Gogo Town de Bobby Dirninger,1 100.00
SCPP,2016,création,CASCADE RECORDS,vidéo  Gems Grape de Cotton Claw,1 600.00
SCPP,2016,création,CRISTAL GROUPE,vidéo Ca ne m amuse pas de Scotch & Sofa,2 300.00
SCPP,2016,création,CYLID,vidéo No more Fighting de Al Tarba,3 400.00
SCPP,2016,création,CYLID,vidéo Baïkonour Minimal Orchestra,1 600.00
SCPP,2016,création,DER MAKHTAR,vidéo Bord De Mer de FK,4 200.00
SCPP,2016,création,DER MAKHTAR,vidéo En dedans de FK,5 000.00
SCPP,2016,création,DER MAKHTAR,vidéo Mode avion de FK,3 400.00
SCPP,2016,création,DESSOUS DE SCENE PRODUCTIONS,vidéo Le Tigre Voyageur de Tue Loup,5.00
SCPP,2016,création,DIESE PRODUCTIONS,vidéo Clôture de Cyril Mokaiesh,2 800.00
SCPP,2016,création,DIMOOK PROMOTIONS,vidéo Azzam David de Dimitri Nirman,8.00
SCPP,2016,création,DON S MUSIC,vidéo Zonzon de Dominik Coco,1 900.00
SCPP,2016,création,ENTREPRISE SOCIETALE D ENTREPRENARIAT,vidéo La mélancolie française de Lafayette,1 700.00
SCPP,2016,création,ENTREPRISE SOCIETALE D ENTREPRENARIAT,vidéo Dinard de Fishbach,2 500.00
SCPP,2016,création,FEFEFARTWORKS,vidéo Pierrot Lunaire de Tété,2 900.00
SCPP,2016,création,FINALISTES,vidéo Toi  non plus de Maud Lubeck,2 000.00
SCPP,2016,création,FREEDONIA ENTERTAINMENT,vidéo Jackson de The Hillbily Moon Explosion,2 000.00
SCPP,2016,création,GARVEY DRIVE RECORDS,vidéo Man From The Stars de Øctav,3 900.00
SCPP,2016,création,GEL PRODUCTION,vidéo Blues; booze & rock n roll de Manu Lanvin,3 600.00
SCPP,2016,création,GRAND MUSIQUE MANAGEMENT,vidéo Toi et moi de Poom,4 800.00
SCPP,2016,création,GROWN KID,vidéo Me Turned Gamgsta Gato et Ronegga,1 400.00
SCPP,2016,création,GROWN KID,vidéo L aumour au carré de Djénéva,2 699.67
SCPP,2016,création,HEAVENLY SWEETNESS,vidéo Slinger d Anthony Joseph,1 400.00
SCPP,2016,création,HELICO,vidéo Habibti de Padam,3 000.00
SCPP,2016,création,HOT CASA,vidéo Cherie Nyé de Vaudou Game,1 900.00
SCPP,2016,création,ICI D AILLEURS,vidéo Nous qui n arrivons plus à dire nous de Michel Cloup Duo,1 100.00
SCPP,2016,création,ICI D AILLEURS,vidéo Vallées closes des Marquises,1 800.00
SCPP,2016,création,ICI D AILLEURS,vidéo Wings & Crown de Matt Elliott,4 760.00
SCPP,2016,création,IGUANE SERIEL,vidéo Je Fly de Ithak,1 000.00
SCPP,2016,création,IGUANE SERIEL,video Totem de Ithak,1 900.00
SCPP,2016,création,IN THE CANOPY,vidéo Rules of past de In The Canopy,2 100.00
SCPP,2016,création,IN THE CANOPY,vidéo Light Shot de In The Canopy,1 400.00
SCPP,2016,création,IN THE CANOPY,vidéo NightFall de In The Canopy,3 600.00
SCPP,2016,création,INFINE,vidéo In a landscape de Murcof & Vanessa Wagner,2 500.00
SCPP,2016,création,INFINE,vidéo  Vood(oo) de Rone,3 000.00
SCPP,2016,création,INFINE,vidéo Lemon de Bachar Mar-Khalife,3 200.00
SCPP,2016,création,INFINE,vidéo  Balcoon de Bachar Mar-Khalife,2 100.00
SCPP,2016,création,IRMA TERILOEVITCH,vidéo Village du groupe le village,1 800.00
SCPP,2016,création,ISEGORIA MUSIC,vidéo Block you de Kylan,1 500.00
SCPP,2016,création,ISEGORIA MUSIC,vidéo Parle m en de Wallace,1 200.00
SCPP,2016,création,ISEGORIA MUSIC,vidéo Garce de L Arthur,1 600.00
SCPP,2016,création,KAFOUNDÉ PRODUCTION,vidéo Sanagati d Amen Viana,2 500.00
SCPP,2016,création,KWAIDAN,vidéo Call me de Joon Moon,1 100.00
SCPP,2016,création,KWAIDAN,vidéo Pourquoi Pourquoi de Corine,1 900.00
SCPP,2016,création,KWAIDAN,vidéo Disco Brisa Roché,1 300.00
SCPP,2016,création,KWAIDAN,vidéomusique Tu t appelles Sexie de Nicolas Comment,1 300.00
SCPP,2016,création,KWAIDAN,vidéo Comme une balle de Mélanie Pain,3 300.00
SCPP,2016,création,KWAIDAN,vidéo Senga de La Féline,3 700.00
SCPP,2016,création,L.Q.C.G.,vidéo Man Down de No Money Kids,3 800.00
SCPP,2016,création,LA GRANGE AUX BELLES,vidéo Scie de Facteurs Chevaux,1 200.00
SCPP,2016,création,LABEL FOLIE,vidéo Trace de Iaross,1 800.00
SCPP,2016,création,LAFOLIE,vidéo Hey Boy de Kid Parade,1 400.00
SCPP,2016,création,LAFOLIE,vidéo Marnie de Kid Parade,9.00
SCPP,2016,création,LAFOLIE,vidéo The turtle Waltz de Kid Parade,1 400.00
SCPP,2016,création,LE CIRQUE ABSENT,vidéo 1;2;3 de Cabadzi,1 700.00
SCPP,2016,création,LES DOIGTS DANS L ZEN,vidéo A la fin des contes de fées de Syrano,1 900.00
SCPP,2016,création,LES DOIGTS DANS L ZEN,vidéo L apprenti sorcier de Syrano,4 100.00
SCPP,2016,création,LES DOIGTS DANS L ZEN,vidéo Tu m appartiens de Syrano,1 300.00
SCPP,2016,création,LES STUDIOS DE LA RUCHE,vidéo Railroad Dream de Pethrol,2 300.00
SCPP,2016,création,LES STUDIOS DE LA RUCHE,vidéo Le dernier grand voyage de Pethrol,3 000.00
SCPP,2016,création,LES TROIS 8,vidéo tu m fais penser de Tournée Générale,2 300.00
SCPP,2016,création,LES TROIS 8,vidéo Les lignes de nos mains de Max & Mango,2 300.00
SCPP,2016,création,LUCIDREAM,vidéo On s comprend pas de Disiz,2 000.00
SCPP,2016,création,MAP,vidéo Abela de Sam m,1 400.00
SCPP,2016,création,MIX & METISSE & CO,vidéo Djarabi de Abou Diarra,2 300.00
SCPP,2016,création,MJF,vidéo I don t mind de Nemo Schiffman,2 300.00
SCPP,2016,création,MM MUSIC PROD,vidéo White Fields de Montmartre,4 800.00
SCPP,2016,création,MONSTRE MARIN CORPORATION,vidéo Ladies and gentleman d Amalya,1 500.00
SCPP,2016,création,MOONKEYS MUSIC,vidéo Pandemonium de Holybrune,3 500.00
SCPP,2016,création,MOONKEYS MUSIC,vidéo Nuit noire de Holybrune,2 600.00
SCPP,2016,création,MUD CLUB,vidéo Soul Train de Bim Bam Orchestra,2 000.00
SCPP,2016,création,MUSIC MEDIA CONSULTING,vidéo Let me love de Boostee,4 700.00
SCPP,2016,création,NEON NAPOLEON,vidéo Magical Lane de Teeers,1 700.00
SCPP,2016,création,NEON NAPOLEON,vidéo Les hommes à la mer de Séverin,3 900.00
SCPP,2016,création,NOWADAYS RECORDS,vidéo Désert de Jumo,1 300.00
SCPP,2016,création,NOWADAYS RECORDS,Vidéo Nomade de Jumo,4 100.00
SCPP,2016,création,NOWADAYS RECORDS,vidéo Together de Douchka,3 200.00
SCPP,2016,création,ON N EST PAS DES MACHINES,vidéo Don t turn the stereo down de Fake IDea,1 000.00
SCPP,2016,création,PBOX SARL,vidéo Les encombrants de Karpatt,1 900.00
SCPP,2016,création,PHAREMPIRE,vidéo Alea Mba de Charlotte Dipanda,2 900.00
SCPP,2016,création,PLAYGROUND,vidéo Horses de Annika and the Forest,2 500.00
SCPP,2016,création,PROHIBITED RECORDS,vidéo Airplane Song de Don Nino,8.00
SCPP,2016,création,REIMS ALTERNATIV DISK RECORDS,vidéo Always de Yes? Yes!,1 400.00
SCPP,2016,création,ROCKERS DIE YOUNGER,vidéo Entre les lignes de Dalva,3 300.00
SCPP,2016,création,ROCK N CHAIR,vidéo Amanda de Jewly,1 000.00
SCPP,2016,création,ROCK N CHAIR,vidéo Melody de Jewly,3 000.00
SCPP,2016,création,ROOT ZIK PRODUCTION,vidéo Mistaken de Nabila Dali,3 000.00
SCPP,2016,création,ROY MUSIC,vidéo Stay (Behind the Picture Fades) de Talisco,3 600.00
SCPP,2016,création,SARL 1.6 BLOCKPROD,vidéo Mes amis; mes emmerdes de Lefty,5.00
SCPP,2016,création,SARL 1.6 BLOCKPROD,vidéo Yuma de S-Pi,9.00
SCPP,2016,création,SARL 1.6 BLOCKPROD,vidéo Peranormal de Lefty,1 000.00
SCPP,2016,création,SAVOURY SNACKS RECORDS,vidéo Undisclosed de Captain Kid,2 500.00
SCPP,2016,création,SEBASTIEN ZAMORA,vidéos Il viendra de Vincha,4 200.00
SCPP,2016,création,SEBASTIEN ZAMORA,vidéo Take away my love de Sparky In The Clouds,1 100.00
SCPP,2016,création,SEBASTIEN ZAMORA,vidéo Malangé de Christine Salem,3 900.00
SCPP,2016,création,SEBASTIEN ZAMORA,vidéo Lapis Lazuli de Vincha,3 500.00
SCPP,2016,création,SEBASTIEN ZAMORA,vidéo Underneath de Sparky In The Clouds,1 300.00
SCPP,2016,création,SHOUKA,vidéo Saädiya de Ghoula,3 200.00
SCPP,2016,création,SIX-O-NINE,vidéo Filet mignon de Mister You,2 900.00
SCPP,2016,création,SIX-O-NINE,vidéo Tiers-Monde de Mister You,2 100.00
SCPP,2016,création,SIX-O-NINE,vidéo Oeil pour oeil de  Mister you,3 500.00
SCPP,2016,création,SIX-O-NINE,vidéo Traficante de Mister You,3 000.00
SCPP,2016,création,SIX-O-NINE,vidéo Amnésia de Kayna Samet,1 600.00
SCPP,2016,création,SOL,vidéo Fireball de Synapson,4 400.00
SCPP,2016,création,SOLI MUSIQUE,vidéo Endors toi de Moh,1 100.00
SCPP,2016,création,STABAR,vidéo Sans Toit de Stabar,1 900.00
SCPP,2016,création,STEP OUT PRODUCTIONS,vidéo Put your hands up de Krys,2 300.00
SCPP,2016,création,STEP OUT PRODUCTIONS,vidéo Drapeau blanc de Krys,2 300.00
SCPP,2016,création,STEP OUT PRODUCTIONS,vidéo En Manque de Toi de Colonel Reyel,5 000.00
SCPP,2016,création,STEP OUT PRODUCTIONS,vidéo Ce qu il reste de moi de Colonel Reyel,2 800.00
SCPP,2016,création,STEP OUT PRODUCTIONS,vidéo Ce soir ou jamais de Colonel Reyel,3 300.00
SCPP,2016,création,STUDIOS ACCORD,vidéo Je ne contrôle plus rien de DébaDuo,1 700.00
SCPP,2016,création,TROLL S PRODUCTION,vidéo Rebirth de Catfish,2 800.00
SCPP,2016,création,UGO AND PLAY,vidéo Haussmann à l envers de Clio,3 000.00
SCPP,2016,création,UN PLAN SIMPLE,vidéo L amour n est-il de  Blondino,2 100.00
SCPP,2016,création,UN PLAN SIMPLE,vidéo Here We Are de Part-Time Friends,3 000.00
SCPP,2016,création,UN PLAN SIMPLE,vidéo Mémoires Vives de Jackie Palmer,2 700.00
SCPP,2016,création,UN PLAN SIMPLE,vidéo Sterne de Pain-Noir,1 400.00
SCPP,2016,création,UN PLAN SIMPLE,vidéo Love later de Marvin Jouno,1 500.00
SCPP,2016,création,UN PLAN SIMPLE,vidéo Bleu de Blondino,3 700.00
SCPP,2016,création,UN PLAN SIMPLE,vidéo Voce Abuso de Pauline Croze,4 600.00
SCPP,2016,création,UN PLAN SIMPLE,vidéo Tu verras de Pauline Croze,4 200.00
